# GIGANTIC ProjectDB

Arthropoda	Polistes fuscatus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/416/935/GCF_010416935.1_CU_Pfus_HIC/GCF_010416935.1_CU_Pfus_HIC_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/416/935/GCF_010416935.1_CU_Pfus_HIC/GCF_010416935.1_CU_Pfus_HIC_genomic.gff.gz
Arthropoda	Galleria mellonella	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/640/425/GCF_003640425.2_ASM364042v2/GCF_003640425.2_ASM364042v2_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/731/565/GCF_009731565.1_Dplex_v4/GCF_009731565.1_Dplex_v4_genomic.gff.gz
Arthropoda	Amyelois transitella	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/186/105/GCF_001186105.1_ASM118610v1/GCF_001186105.1_ASM118610v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/186/105/GCF_001186105.1_ASM118610v1/GCF_001186105.1_ASM118610v1_genomic.gff.gz
Arthropoda	Bombyx mori	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/905/235/GCF_014905235.1_Bmori_2016v1.0/GCF_014905235.1_Bmori_2016v1.0_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/905/235/GCF_014905235.1_Bmori_2016v1.0/GCF_014905235.1_Bmori_2016v1.0_genomic.gff.gz
Arthropoda	Hyposmocoma kahamanoa	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/589/595/GCF_003589595.1_ASM358959v1/GCF_003589595.1_ASM358959v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/589/595/GCF_003589595.1_ASM358959v1/GCF_003589595.1_ASM358959v1_genomic.gff.gz
Arthropoda	Plutella xylostella	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/116/875/GCF_905116875.1_Haplomerged_assembly/GCF_905116875.1_Haplomerged_assembly_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/116/875/GCF_905116875.1_Haplomerged_assembly/GCF_905116875.1_Haplomerged_assembly_genomic.gff.gz
Arthropoda	Spodoptera frugiperda 	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/685/GCF_011064685.1_ZJU_Sfru_1.0/GCF_011064685.1_ZJU_Sfru_1.0_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/685/GCF_011064685.1_ZJU_Sfru_1.0/GCF_011064685.1_ZJU_Sfru_1.0_genomic.gff.gz
Arthropoda	Aricia agestis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/147/365/GCF_905147365.1_ilAriAges1.1/GCF_905147365.1_ilAriAges1.1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/147/365/GCF_905147365.1_ilAriAges1.1/GCF_905147365.1_ilAriAges1.1_genomic.gff.gz
Arthropoda	Pararge aegeria	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/163/445/GCF_905163445.1_ilParAegt1.1/GCF_905163445.1_ilParAegt1.1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/163/445/GCF_905163445.1_ilParAegt1.1/GCF_905163445.1_ilParAegt1.1_genomic.gff.gz
Arthropoda	Zerene cesonia	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/273/895/GCF_012273895.1_Zerene_cesonia_1.1/GCF_012273895.1_Zerene_cesonia_1.1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/273/895/GCF_012273895.1_Zerene_cesonia_1.1/GCF_012273895.1_Zerene_cesonia_1.1_genomic.gff.gz
