# GIGANTIC ProjectDB
Annelida	Owenia fusiformis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/813/345/GCA_903813345.1_Owenia_assembly_annotated/GCA_903813345.1_Owenia_assembly_annotated_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/813/345/GCA_903813345.1_Owenia_assembly_annotated/GCA_903813345.1_Owenia_assembly_annotated_genomic.gff.gz
Arthropoda	Drosophila melanogaster	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/215/GCF_000001215.4_Release_6_plus_ISO1_MT/GCF_000001215.4_Release_6_plus_ISO1_MT_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/215/GCF_000001215.4_Release_6_plus_ISO1_MT/GCF_000001215.4_Release_6_plus_ISO1_MT_genomic.gff.gz
Bryozoa	Bugula neritina	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/799/875/GCA_010799875.2_ASM1079987v2/GCA_010799875.2_ASM1079987v2_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/799/875/GCA_010799875.2_ASM1079987v2/GCA_010799875.2_ASM1079987v2_genomic.gff.gz
Chordata	Branchiostoma floridae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/815/GCF_000003815.2_Bfl_VNyyK/GCF_000003815.2_Bfl_VNyyK_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/815/GCF_000003815.2_Bfl_VNyyK/GCF_000003815.2_Bfl_VNyyK_genomic.gff.gz
Chordata	Homo sapiens	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/405/GCF_000001405.39_GRCh38.p13/GCF_000001405.39_GRCh38.p13_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/405/GCF_000001405.39_GRCh38.p13/GCF_000001405.39_GRCh38.p13_genomic.gff.gz
Chordata	Styela clava	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/122/585/GCF_013122585.1_ASM1312258v2/GCF_013122585.1_ASM1312258v2_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/122/585/GCF_013122585.1_ASM1312258v2/GCF_013122585.1_ASM1312258v2_genomic.gff.gz
Cnidaria	Nematostella vectensis	https://genomes.stowers.org/files/pub/nematostella/Nvec/genomes/Nvec200/aligned/tcs_v2/tcs_v2.20211013.protein.versioned.fasta	https://genomes.stowers.org/files/pub/nematostella/Nvec/genomes/Nvec200/aligned/tcs_v2/tcs_v2.20211013.versioned.gff
Ctenophora	Hormiphora californensis	https://github.com/conchoecia/hormiphora/releases/download/Hcv1.av93zen/Hcv1av93_release.tar.gz	https://github.com/conchoecia/hormiphora/releases/download/Hcv1.av93zen/Hcv1av93_release.tar.gz
Dicyemida	Dicyema japonicum	https://marinegenomics.oist.jp/dicyemid/download/dicyema_japonicum_genemodel_prot.fa.gz	https://marinegenomics.oist.jp/dicyemid/download/dicyema_japonicum_genemodel.gff.gz
Echinodermata	Asterias rubens	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/459/465/GCF_902459465.1_eAstRub1.3/GCF_902459465.1_eAstRub1.3_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/459/465/GCF_902459465.1_eAstRub1.3/GCF_902459465.1_eAstRub1.3_genomic.gff.gz
Rotifera	Adineta ricciae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/250/025/GCA_905250025.1_Ar_ARIC003_reference_genomic_v1/GCA_905250025.1_Ar_ARIC003_reference_genomic_v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/250/025/GCA_905250025.1_Ar_ARIC003_reference_genomic_v1/GCA_905250025.1_Ar_ARIC003_reference_genomic_v1_genomic.gff.gz
Hemichordata	Saccoglossus kowalevskii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/605/GCF_000003605.2_Skow_1.1/GCF_000003605.2_Skow_1.1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/605/GCF_000003605.2_Skow_1.1/GCF_000003605.2_Skow_1.1_genomic.gff.gz
Mollusca	Crassostrea gigas	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/806/645/GCF_902806645.1_cgigas_uk_roslin_v1/GCF_902806645.1_cgigas_uk_roslin_v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/806/645/GCF_902806645.1_cgigas_uk_roslin_v1/GCF_902806645.1_cgigas_uk_roslin_v1_genomic.gff.gz
